filename	event_label
AW9ZKFZKhDE_49_59.wav	Speech,Vacuum_cleaner
AYcRe4sIABM_328_338.wav	Electric_shaver_toothbrush
A_Ove_2c-UQ_37_47.wav	Blender,Speech,Running_water,Dishes
AaWeLSe3rd0_636_646.wav	Speech,Vacuum_cleaner
AaeemnJDijQ_250_260.wav	Electric_shaver_toothbrush,Speech
AeCMD0ldMBQ_0_10.wav	Running_water
AnFaTuhLHKw_0_10.wav	Vacuum_cleaner
AtZDE37weFM_443_453.wav	Speech,Vacuum_cleaner
AvljQ2XyOOE_0_9.wav	Alarm_bell_ringing
B2hv0XvgwdM_154_164.wav	Blender,Speech
B4gnwvuWaZ4_40_50.wav	Dishes
B5gInnQnoLk_423_433.wav	Frying
BFWN_OXjYM0_0_10.wav	Speech,Cat
BFWN_OXjYM0_14_24.wav	Cat
BTC4nw4Mg5c_9_19.wav	Dog
BdsaucMG7hg_240_250.wav	Electric_shaver_toothbrush,Speech
Bglx4lKPQRw_1020_1030.wav	Running_water
Bl47fI-jiIk_0_10.wav	Speech,Alarm_bell_ringing
BlrC0i8_67g_9_19.wav	Cat
Bnb3svkwpdY_550_560.wav	Speech,Dishes
Bq8CZxKRaBk_72_82.wav	Blender
BxvVczsBH2U_0_10.wav	Cat
Byfno7q1T-w_4_14.wav	Running_water,Dishes
CEdJH2tBDfo_25_35.wav	Electric_shaver_toothbrush,Speech
CMqILvK7m0M_0_10.wav	Dishes,Frying
CN0gaknlKNE_443_453.wav	Dishes,Frying
CRPMU1WG36Q_0_10.wav	Vacuum_cleaner
CS5klzZwjq8_0_10.wav	Running_water
CSQ6df2KWqE_417_427.wav	Speech,Dishes,Frying
CZX4OfrejSU_118_128.wav	Cat
Cs9bkMQ4yuc_55_65.wav	Vacuum_cleaner
Cs9bkMQ4yuc_5_10.wav	Vacuum_cleaner
D4S8gsjX0KQ_400_410.wav	Speech,Dishes,Frying
D8N1fJ81wE4_156_166.wav	Speech,Dishes
D9l2WbEm2p8_36_46.wav	Speech,Dishes,Frying
DAtsXfxKG0A_53_63.wav	Speech,Dishes
DSi8R5IdmoQ_2290_2300.wav	Vacuum_cleaner
DUZ_nQ913Dk_107_117.wav	Speech,Vacuum_cleaner
DVIjBBhCn5Q_210_220.wav	Blender,Speech,Dishes
DaPDBXyAwtc_315_325.wav	Blender,Speech
Dem5wyK9wXw_328_338.wav	Frying
Df7veBP0Wu4_28_38.wav	Cat
DiakukOAAms_17_27.wav	Electric_shaver_toothbrush
DjydV6lJuXA_0_10.wav	Dog
DnlqHy-b_w0_20_30.wav	Alarm_bell_ringing
Dtd-R_MjDp8_148_158.wav	Speech,Dishes
DxwTRNxB62g_0_4.wav	Speech,Alarm_bell_ringing
DzyrGWN8GOU_335_345.wav	Dishes,Frying
E-z3SON0wXs_110_120.wav	Speech,Vacuum_cleaner
E0GT7asBVsM_295_305.wav	Speech,Dishes,Frying
E19MFHRAJB8_516_526.wav	Running_water
E5FKAyY7rjI_0_10.wav	Vacuum_cleaner
E7G8TNZVi88_2_12.wav	Speech,Running_water
EE-Qo5LpnRI_120_130.wav	Dishes
EED6P07onn8_210_220.wav	Blender,Speech
EjOoZ3_3ADA_6_16.wav	Dog,Speech
Es3u8oGkQeU_0_10.wav	Running_water
EsRJ9-4deo8_20_30.wav	Speech,Dishes,Frying
Eylcb4rbLSo_242_252.wav	Speech,Running_water,Frying
F0IyisQUTnE_934_944.wav	Dishes
F2y6HsWY21c_43_53.wav	Blender
FG1LO79tmas_95_105.wav	Electric_shaver_toothbrush,Speech
FRJa9ibKm_U_0_10.wav	Alarm_bell_ringing
FRNo-gYhgbM_0_10.wav	Running_water
FTYj18YKCYY_185_195.wav	Blender,Speech,Running_water,Dishes
FW1DWiIHmAE_0_10.wav	Dog
FX1emZuec5w_7_17.wav	Cat
FXutBrd9vrM_0_10.wav	Running_water
FYPf4yMZgIc_75_85.wav	Vacuum_cleaner
FfsQLg2JaEo_85_95.wav	Speech,Dishes,Frying
FkQ12ZSWlcQ_162_172.wav	Speech,Dishes,Frying
Fo3g_l1y1IU_0_10.wav	Dog
FrbI9OVmnOs_255_265.wav	Running_water
FtbxAqRo0eY_83_93.wav	Speech,Cat
FylrKbeMdIg_250_260.wav	Blender,Speech
FylrKbeMdIg_303_313.wav	Speech,Frying
G5P75b9G5fA_10_20.wav	Speech,Dishes,Frying
G5wlhYFdlxw_508_518.wav	Speech,Running_water,Dishes
G8TArh9GA4U_60_70.wav	Speech,Vacuum_cleaner
G9z_0Zq28_Y_216_226.wav	Speech,Dishes,Frying
G9z_0Zq28_Y_260_270.wav	Frying
G_gXG6mIBwI_0_10.wav	Running_water
GgfjRgF7fYo_673_683.wav	Speech,Cat
Ghfu0VBN1zY_0_10.wav	Electric_shaver_toothbrush,Speech
GiItnQaLIug_1279_1289.wav	Vacuum_cleaner
GzCLnzHFefY_0_10.wav	Speech,Alarm_bell_ringing
HDe9knU2h3I_0_10.wav	Speech,Cat
HIvc75xlPdw_5_15.wav	Frying
HJJO1JL6kxA_0_10.wav	Dog
HLIlAH2CjFw_488_498.wav	Speech,Dishes,Frying
HTVUJA1_yss_31_41.wav	Dog
HU8-s-WlyTo_70_80.wav	Cat
HViD2ghRNs4_0_4.wav	Speech,Cat
Hf4kYKulvWU_0_10.wav	Alarm_bell_ringing
HhPdlKpEqKE_404_414.wav	Dishes
HnfGqtJpem8_33_43.wav	Dog
HoKDVwOnRWI_372_382.wav	Dishes,Frying
HpRvSpsed7w_222_232.wav	Speech,Dishes
HpRvSpsed7w_240_250.wav	Dishes,Frying
I0FoWHYWHdQ_109_119.wav	Speech,Dishes,Frying
I0FoWHYWHdQ_187_197.wav	Speech,Dishes
IF6f0rmB6dE_27_37.wav	Electric_shaver_toothbrush
IZ9UM4zuOC0_60_70.wav	Electric_shaver_toothbrush,Speech
IhaS57v37Nk_153_163.wav	Vacuum_cleaner
IqKYt_AACQ4_60_70.wav	Speech,Vacuum_cleaner
IzxcAbblWco_3_13.wav	Electric_shaver_toothbrush,Running_water
J0CeoQ_BqSw_0_10.wav	Alarm_bell_ringing
J0Ruo0PDfQo_8_18.wav	Cat
J1TPeGMCAYw_1312_1322.wav	Frying
J5pibI98hVg_167_177.wav	Blender,Speech
JDEMbxaGFa8_8_17.wav	Running_water
JT34KB_DYk8_86_96.wav	Cat
JYwj64SVBHY_395_405.wav	Speech,Dishes,Frying
JjzupoypGNY_5_15.wav	Alarm_bell_ringing
JtqfDmP86o8_505_515.wav	Blender,Speech
JuxXzuhHtC8_8_18.wav	Electric_shaver_toothbrush,Speech
K19FcMyXHqY_300_310.wav	Speech,Frying
K1Ryqf0RWpc_0_10.wav	Blender
K36wIELI9mE_489_499.wav	Electric_shaver_toothbrush,Speech
K5NIxYokRv4_4_14.wav	Speech,Vacuum_cleaner
K88W29l8fA4_446_456.wav	Dog
KBdxE1DmRUc_0_10.wav	Vacuum_cleaner
KDzI6pGdsY4_278_288.wav	Speech,Vacuum_cleaner
KQSCAjR8Q5U_16_26.wav	Cat
KWWCvlu0J10_60_70.wav	Speech,Dishes
KYslcyTKq4Q_33_43.wav	Running_water
KilQtE5Nl90_0_10.wav	Vacuum_cleaner
KkyFhpZOikA_0_10.wav	Dog
KmT94pv4v4A_36_46.wav	Electric_shaver_toothbrush,Speech
KyMLn8cnfL0_66_76.wav	Electric_shaver_toothbrush,Speech
L0ezgN6-O0o_49_59.wav	Running_water,Dishes
L3SIlxdLGxI_65_75.wav	Electric_shaver_toothbrush,Speech
L5jZgm0Xd2w_269_279.wav	Blender
L7voeglj11E_47_57.wav	Running_water
LJGvq0kuV1g_0_10.wav	Vacuum_cleaner
LKABaHrgJbs_0_10.wav	Dog
LNGP0hK-qQc_134_144.wav	Speech,Dishes,Frying
LSadKjcr41k_295_305.wav	Electric_shaver_toothbrush,Speech,Alarm_bell_ringing
LTQkBZeV07w_459_469.wav	Speech,Dishes,Frying
LU0ZWTmamKI_118_128.wav	Blender,Dishes
LbBj4Tzi9CQ_36_46.wav	Speech,Running_water
LymixehBI68_36_46.wav	Running_water
MB1Vmz4xasM_12_22.wav	Blender,Dishes
MILjiC6Md54_140_150.wav	Speech,Frying
MOjL1UQxRfo_12_22.wav	Dog,Speech
MOoGTUeY4bo_520_530.wav	Dog
MP2K-h1QQKo_232_242.wav	Running_water
MRq8k-y8-oI_7_17.wav	Running_water
MVx1F79YO3U_7_17.wav	Vacuum_cleaner
MZkF6A3RKeU_20_30.wav	Frying
Mhtd0LawnIc_1_11.wav	Vacuum_cleaner
MqLF-yOUcYI_81_91.wav	Running_water
MsU_XyZisio_0_10.wav	Vacuum_cleaner
NFTiAWQZgdQ_20_30.wav	Vacuum_cleaner,Speech
NZpOGhRgT5M_109_119.wav	Dishes,Frying
NiY7nu3xu5Q_290_300.wav	Dishes,Frying
Nj30UED-ShI_16_26.wav	Electric_shaver_toothbrush,Speech
NmsaklattGM_514_524.wav	Speech,Dishes,Frying
NpaZI5_hk18_224_234.wav	Speech,Dishes,Frying
NrdkLZFWwr0_102_112.wav	Speech,Dishes,Frying
Ns7LAwk7YWs_790_800.wav	Speech,Dishes
NtkJOtpnZXQ_118_128.wav	Blender
Nz-IhS2NT4k_7_17.wav	Vacuum_cleaner
O0pNTFDpVzc_493_503.wav	Speech,Dishes,Frying
O0rsix08f50_0_10.wav	Vacuum_cleaner
O84_jiiacic_180_190.wav	Dog
O8G-xGF3gsU_0_10.wav	Dog,Alarm_bell_ringing
O95I3N_hkA4_0_8.wav	Cat
OPLnUvSY-XY_0_10.wav	Dishes
OPNy0wF5Yc4_297_307.wav	Electric_shaver_toothbrush,Speech
OULuMUbLmLw_0_10.wav	Speech,Running_water,Dishes
OXMj_D9oB44_16_26.wav	Running_water
OamG3HMmwEs_175_185.wav	Speech,Cat
OqjVHCRdKh0_0_10.wav	Vacuum_cleaner
OzeZPMiOQuk_316_326.wav	Frying
P-0G98gK5dc_32_42.wav	Alarm_bell_ringing
P3cmac5TYYY_368_378.wav	Frying
PDd0Id1uk58_33_43.wav	Vacuum_cleaner
PERVXXw9le4_758_768.wav	Speech,Dishes
PFPzBVXoawI_1607_1617.wav	Speech,Dishes
PJSgFoZokpk_20_30.wav	Vacuum_cleaner
PL-28v8vvjc_62_72.wav	Dog
PQLE3y_vaQY_7_17.wav	Speech,Vacuum_cleaner
PSOd9BGE_88_12_22.wav	Running_water
P_dXuddk3fE_67_77.wav	Dog
P_uDeuNLFQ4_330_340.wav	Speech,Dishes,Frying
PddX9valVHE_15_25.wav	Alarm_bell_ringing
PeNwCvGYEtg_130_140.wav	Speech,Dishes
PfOrbtKdC8E_9_19.wav	Speech,Dishes,Cat
PssP_Xz1cCs_329_339.wav	Blender,Dishes
Pxlh9XrZsok_0_10.wav	Dog
Q1SONPdUnww_0_10.wav	Vacuum_cleaner
Q48FfV6udXs_296_306.wav	Speech,Vacuum_cleaner
QE463qYkj8c_997_1007.wav	Vacuum_cleaner
QKun98Y1mt4_14_24.wav	Dog,Speech
QP4dmDnHiGc_106_116.wav	Electric_shaver_toothbrush,Speech
QVzRDG3pkE8_23_33.wav	Vacuum_cleaner
QZ3YoLvdRAE_0_10.wav	Cat
QhOdmJMwYvw_456_466.wav	Speech,Dishes,Frying
QnPcEZ6Vpr8_262_272.wav	Electric_shaver_toothbrush,Speech
Qo_LHgcj0ao_23_33.wav	Running_water
Qo_LHgcj0ao_34_44.wav	Running_water
QsY7F-ecD_U_4_14.wav	Cat
QsnRCPlG2WI_7_17.wav	Dog
QwczfjpP1BU_0_10.wav	Frying
R13dyHEg1bM_400_410.wav	Speech,Dishes
R85OVJX6fAo_9_19.wav	Vacuum_cleaner
RKSMnHtVL1k_0_9.wav	Dog
RVBXpQz_vQg_0_10.wav	Alarm_bell_ringing
RWYy5pu4G8I_155_165.wav	Dishes,Frying
Rion2W9pBmM_23_33.wav	Vacuum_cleaner,Dishes
Rku_1ONjnG8_718_728.wav	Electric_shaver_toothbrush,Speech
Ro2eFC33MnY_22_32.wav	Speech,Cat
RrxUPpJ9zaM_84_94.wav	Blender,Speech
RzXYJAIr27U_0_10.wav	Vacuum_cleaner
S0j8EKgQBkE_402_412.wav	Blender,Speech
S4ydJVobM7M_37_47.wav	Speech
S7Kkl6nz3qU_73_83.wav	Cat
S8jo1eJRSvA_104_114.wav	Vacuum_cleaner,Speech
S9ycqqStjmc_28_38.wav	Alarm_bell_ringing
SFiS2PQxfKg_0_10.wav	Dog
SRYDsLbMZY4_195_205.wav	Blender,Speech
Sd3a4n-41cA_20_30.wav	Electric_shaver_toothbrush,Speech
SemAUDqJQYM_143_153.wav	Speech,Dishes
SiX7mSLUl7c_5_15.wav	Frying
SiocPDRzGBw_14_24.wav	Alarm_bell_ringing
SqqqRqA2caA_0_10.wav	Dog,Running_water
Stny4tsJCQ8_16_26.wav	Blender,Speech
SytvyeqzeqY_700_710.wav	Vacuum_cleaner
T4AV7CwofLM_180_190.wav	Speech,Dishes
TB3ON-iSiT4_0_10.wav	Speech,Cat
TTNRGw4ljjQ_108_118.wav	Blender,Speech
TjnpILW-m-Y_110_120.wav	Blender,Speech
TkOqM7blqz0_172_182.wav	Vacuum_cleaner
ToMpoUakDfw_252_262.wav	Electric_shaver_toothbrush,Speech
Tp2YNgJBYHI_125_135.wav	Speech,Frying
TptPmlpVcgo_90_100.wav	Blender,Speech
TqMRd9pxWao_169_179.wav	Blender,Speech
UM7VluUSOw8_399_409.wav	Speech,Alarm_bell_ringing
UMca9w8s60Y_9_19.wav	Alarm_bell_ringing
URBuec48buc_0_10.wav	Electric_shaver_toothbrush
USgrzhEUQ8A_0_7.wav	Alarm_bell_ringing
U_5Cm1DPu7U_887_897.wav	Electric_shaver_toothbrush
Ud1jzeVkTVE_0_10.wav	Vacuum_cleaner
UhN2G4YdzHw_0_10.wav	Speech,Running_water,Dishes
UzEJz__Y9zE_67_77.wav	Dishes,Frying
VCCRNTbfc_c_0_10.wav	Running_water
VCCRNTbfc_c_300_310.wav	Dishes,Frying
VDMOFa8iRqo_396_406.wav	Blender,Speech
Vff26iSqK9I_13_23.wav	Blender
Vh7YjTK2DMc_10_20.wav	Vacuum_cleaner
VkWwVGOS1X4_0_10.wav	Dog
VonB8ACTcR4_77_87.wav	Speech
W60T03W7gsw_150_160.wav	Speech,Alarm_bell_ringing
W7GdMZgJy64_480_490.wav	Blender,Speech,Dishes
WG3wFpE7sqU_0_10.wav	Cat
WP8aI1IXNCQ_0_5.wav	Alarm_bell_ringing
WR0E974KiC4_18_28.wav	Cat
Wa2bJ45eazw_5_15.wav	Blender
WdrIaDgepB4_3_13.wav	Alarm_bell_ringing
WihQCnmBSJo_0_10.wav	Cat
Wo8DdXBsRkY_460_470.wav	Speech,Dishes
WuTzULvSYPo_216_226.wav	Blender,Speech
X31xHZGmUu4_230_240.wav	Electric_shaver_toothbrush,Speech
X6fzg9s0VD8_10_20.wav	Dog,Speech
X7b5DITgHCQ_174_184.wav	Speech,Frying
XF5G745zjww_370_380.wav	Frying
XpRtmy2pO9A_0_10.wav	Alarm_bell_ringing
Xvc3QcFr9X8_96_106.wav	Speech,Running_water,Cat
Xw5WmltvSrA_0_10.wav	Vacuum_cleaner
Y--4gqARaEJE_0.000_10.000.wav	Dog
Y--i-y1v8Hy8_0.000_9.000.wav	Speech
Y-0CamVQdP_Y_0.000_6.000.wav	Speech
Y-0X1juZHG6I_30.000_40.000.wav	Running_water
Y-0nqfRcnAYE_370.000_380.000.wav	Speech,Dishes
Y-0p7hKXZ1ww_30.000_40.000.wav	Speech
Y-0yRK50zyTI_30.000_40.000.wav	Speech
Y-1Hub6Ps_cc_10.000_20.000.wav	Speech,Running_water
Y-1LQP2wemiQ_30.000_40.000.wav	Speech
Y-1nilez17Dg_30.000_40.000.wav	Speech
Y-21_SXelVNo_30.000_40.000.wav	Speech
Y-36qTeAdDMI_130.000_140.000.wav	Speech,Alarm_bell_ringing
Y-4pmCrSdMhg_30.000_40.000.wav	Speech
Y-6-rh8kbZf0_40.000_50.000.wav	Blender,Speech
Y-8Mzg0pjOzc_30.000_40.000.wav	Speech
Y-8ju6V8B5Oc_40.000_50.000.wav	Running_water
Y-8pCMgGKZY8_12.000_22.000.wav	Dog,Speech
Y-A3zsFeU_OI_30.000_40.000.wav	Speech
Y-AeiYb4vDK0_340.000_350.000.wav	Speech
Y-BY64_p-vtM_30.000_40.000.wav	Speech
Y-Bp9Q5aYLOc_70.000_80.000.wav	Vacuum_cleaner
Y-Bx_-I7sB5k_160.000_170.000.wav	Speech
Y-D--GWwca0g_130.000_140.000.wav	Speech
Y-DSNfC2EJhU_20.000_30.000.wav	Running_water
Y-FoTxwPOz3U_0.000_10.000.wav	Speech
Y-Gr9P8Abnlk_110.000_120.000.wav	Speech,Running_water
Y-HmpSQ-yFFc_0.000_10.000.wav	Speech,Running_water
Y-IKnJa9U66I_150.000_160.000.wav	Speech
Y-Irh7_N5Kjs_2.000_12.000.wav	Speech
Y-NrseuJrJ6k_30.000_40.000.wav	Speech
Y-RLILmQmubM_30.000_40.000.wav	Speech
Y-PyXfNxnHKs_110.000_120.000.wav	Speech,Running_water,Dishes
Y-Sd-j0rKeKw_30.000_40.000.wav	Speech
Y-TN-8OnbpPQ_170.000_180.000.wav	Speech
Y-UKH_6moRZc_180.000_190.000.wav	Speech
Y-UTdhK0lwuw_30.000_40.000.wav	Running_water
Y-UoPcgmbIkk_30.000_40.000.wav	Speech,Running_water
Y-VLOm8cJZRI_70.000_80.000.wav	Dishes
Y-Wd5YV97ftU_320.000_330.000.wav	Speech
Y-XZBpMKRhok_10.000_20.000.wav	Speech
Y-YAyjUL7_xo_200.000_210.000.wav	Speech,Dishes,Frying
Y-YRJHtktT1g_170.000_180.000.wav	Speech
Y-YmyB631yvU_40.000_50.000.wav	Speech,Dishes
Y-YwPSwhe2jo_30.000_40.000.wav	Speech
Y-ZJqu_4zLMc_30.000_40.000.wav	Speech,Cat
Y-_HXiz8XnV0_580.000_590.000.wav	Speech
Y-a0drwQsrso_310.000_320.000.wav	Blender,Speech
Y-adm_P3xa0s_10.000_20.000.wav	Speech
Y-bNJ9olw-OE_540.000_550.000.wav	Electric_shaver_toothbrush,Speech
Y-fAGzY9rnaA_30.000_40.000.wav	Speech
Y-fz6omiAhZ8_40.000_50.000.wav	Speech
Y-gAzofSmRiY_21.000_31.000.wav	Speech
Y-gSfPQqi6nI_30.000_40.000.wav	Cat
Y-geVmY-Zo3E_30.000_40.000.wav	Speech
Y-glXSSR3QZM_170.000_180.000.wav	Speech,Alarm_bell_ringing
Y-gz_moHFwl4_16.000_26.000.wav	Speech
Y-hA3ZkfDz30_500.000_510.000.wav	Speech,Vacuum_cleaner
Y-hJ1YTZ5AGI_30.000_40.000.wav	Speech
Y-hss7xpzIVc_30.000_40.000.wav	Speech
Y-jLujkP1aaw_30.000_40.000.wav	Speech
Y-jZENGDFArw_80.000_90.000.wav	Speech
Y-jaY3LS3Dv0_30.000_40.000.wav	Speech
Y-k-hxP5eWko_30.000_40.000.wav	Speech
Y-kWlE2dkoxc_170.000_180.000.wav	Vacuum_cleaner
Y-lJctvybAJ8_30.000_40.000.wav	Speech
Y-lK7eYXq2ZQ_30.000_40.000.wav	Speech,Alarm_bell_ringing
Y-mN6UH1Gd40_30.000_40.000.wav	Speech
Y-mpapCZXors_330.000_340.000.wav	Speech
Y-nJbGyPg6BY_60.000_70.000.wav	Speech
Y-oGJwGEsIiA_90.000_100.000.wav	Speech
Y-pDS3yN4B1s_50.000_60.000.wav	Speech
Y-q56v8eoD2I_30.000_40.000.wav	Speech
Y-qfsR2ZEUcw_30.000_40.000.wav	Electric_shaver_toothbrush,Speech
Y-qpgeVTesdE_470.000_480.000.wav	Speech
Y-t-htrAtNvM_30.000_40.000.wav	Speech
Y-uGHAvfqs2I_30.000_40.000.wav	Cat
Y-vZ-_4oFCzs_17.000_27.000.wav	Cat
Y-wQ8El8J_dE_30.000_40.000.wav	Speech
Y-xfgovG6-KU_30.000_40.000.wav	Speech
Y-yrutqBKk-U_30.000_40.000.wav	Speech
Y-z4OZ7ls5Bo_540.000_550.000.wav	Speech
Y-z9G9RrH9so_320.000_330.000.wav	Blender,Speech,Dishes
Y-zCtwbk005g_30.000_40.000.wav	Cat
Y0-N62G9etNE_30.000_40.000.wav	Speech
Y00pK0GMmE9s_70.000_80.000.wav	Vacuum_cleaner
Y00pbt6aJV8Y_350.000_360.000.wav	Vacuum_cleaner
Y01SaXyGY5SM_30.000_40.000.wav	Speech,Cat
Y02-0m4RbDUI_30.000_40.000.wav	Speech
Y02sD1KJeoGA_50.000_60.000.wav	Frying
Y03zeVlBWhdY_30.000_40.000.wav	Speech
